Date,time.req.01,time.req.02,time.req.03,time.req.04,time.req.05,time.req.06,time.req.07,time.req.08,time.req.09,time.req.10,time.req.11,time.req.12,time.req.13,time.req.14,time.req.15,time.req.16,time.req.17,time.req.18,time.req.19,time.req.20,time.req.21,time.req.22,time.req.23,time.req.24,time.req.25,time.req.26,time.req.27,time.req.28,time.req.29,time.req.30,time.req.31,time.req.32,time.req.33,time.req.34,time.req.35,time.req.36,time.req.37,time.req.38,time.req.39,time.req.40,time.req.41,time.req.42,time.req.43,time.req.44,time.req.45,time.req.46,time.req.47,time.req.48,time.req.49,time.req.50,time.req.51,time.req.52,time.req.53,time.req.54,time.req.55,time.req.56,time.req.57,time.req.58,time.req.59,time.req.60,time.req.61,time.req.62,time.req.63,time.req.64,time.req.65,time.req.66,time.req.67,time.req.68,time.req.69,time.req.70,time.req.71,time.req.72,time.req.73,time.req.74,time.req.75,time.req.76,time.req.77,time.req.78
2017-07-03 15:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017-07-03 15:07,NaN,16.8,NaN,10.214605067064083,17.25,NaN,0.021872265966754154,NaN,NaN,9.815674891146589,NaN,3.0319303338171264,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,900.2272727272727,0.03286384976525822,10.38888888888889,NaN,NaN,NaN,12.105263157894736,880.7045454545455,NaN,0.65625,NaN,1.1979166666666667,0.1937590711175617,NaN,3.8969521044992743,NaN,2689.294117647059,NaN,786.4827586206897,NaN,NaN,NaN,NaN,NaN,0.14513788098693758,0.16517857142857142,NaN,NaN,0.16964285714285715,1924.9,NaN,588.8965517241379,NaN,NaN,NaN,NaN,NaN,NaN,981.6206896551724,NaN,NaN,NaN,NaN,0.001451378809869376,0.013412816691505217,NaN,NaN,NaN,3.496274217585693,4.163690476190476,1.034833091436865,NaN,NaN,883.6551724137931,NaN,NaN,1467.6666666666667,0.4484304932735426
2017-07-03 15:08,NaN,NaN,44.51724137931034,4.748663101604278,NaN,NaN,0.019950997549877492,NaN,NaN,3.9035262807717896,NaN,1.7345309381237526,NaN,NaN,NaN,NaN,NaN,NaN,240.2628676470588,NaN,530.1598613251156,0.025477707006369428,NaN,557.1451612903226,NaN,NaN,NaN,138.22297297297297,775.8734610123119,0.07218045112781955,NaN,0.02140468227424749,0.007984031936127744,NaN,1.7751164337990686,NaN,348.18859649122805,263.8,NaN,1680.8395061728395,NaN,NaN,NaN,116.9,0.10113107119095142,0.10100334448160535,NaN,NaN,0.010702341137123745,276.1456043956044,NaN,NaN,261.8861788617886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007984031936127744,0.008689839572192513,NaN,NaN,NaN,1.9184491978609626,2.305685618729097,0.01330671989354624,NaN,NaN,NaN,82.2247191011236,NaN,195.20538243626063,0.07828655834564253
2017-07-03 15:09,NaN,NaN,2.8333333333333335,3.2850467289719627,NaN,NaN,0.02328042328042328,NaN,NaN,3.853156146179402,NaN,1.7348837209302326,NaN,NaN,NaN,NaN,NaN,NaN,162.8401937046005,NaN,319.7905505952381,0.022855133614627286,NaN,325.35,NaN,NaN,NaN,96.94668008048289,458.72727272727275,0.08172362555720654,NaN,0.010680907877169559,0.007308970099667774,NaN,1.7043189368770764,NaN,126.36866359447005,208.8181818181818,NaN,698.4697674418604,NaN,NaN,NaN,113.29166666666667,0.1282392026578073,0.12149532710280374,NaN,NaN,0.009345794392523364,168.77429633563463,NaN,NaN,173.94654377880184,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.005980066445182724,0.008678237650200267,NaN,3.230769230769231,NaN,1.4098798397863819,1.4559412550066755,0.012624584717607974,NaN,NaN,NaN,80.87763713080169,NaN,142.5563725490196,0.07218045112781955
2017-07-03 15:10,NaN,NaN,NaN,3.607882431529726,NaN,NaN,0.019054340155257588,NaN,NaN,3.7596537949400797,NaN,1.7203728362183754,NaN,NaN,NaN,NaN,NaN,NaN,95.71680117388115,NaN,122.13247172859451,0.02176202176202176,NaN,136.41059602649005,NaN,NaN,NaN,81.58381782945736,146.23015609432082,0.07248520710059171,NaN,0.011356045424181697,0.010985352862849533,NaN,1.6637816245006658,NaN,97.45045045045045,151.0,NaN,103.52631578947368,NaN,NaN,NaN,107.0,0.10319573901464714,0.11890447561790247,NaN,NaN,0.008016032064128256,109.9889696665831,NaN,NaN,62.85389745727387,NaN,NaN,NaN,31.0,NaN,NaN,NaN,NaN,NaN,NaN,0.006657789613848202,0.005344021376085505,NaN,2.4285714285714284,NaN,1.5905143620574482,1.642618570474282,0.011984021304926764,NaN,NaN,NaN,70.05454545454545,NaN,115.5440638510143,0.06756756756756757
2017-07-03 15:11,NaN,NaN,NaN,3.508101101749838,NaN,NaN,0.0224011200560028,NaN,NaN,3.595744680851064,NaN,1.6115305422100206,NaN,NaN,NaN,NaN,NaN,NaN,87.84655300222387,NaN,110.84541500543675,0.025204117855875046,NaN,126.92198581560284,NaN,NaN,NaN,71.94066147859922,132.9274247491639,0.0565149136577708,NaN,0.010369410239792612,0.0068634179821551134,NaN,1.5010295126973232,NaN,96.56981981981981,128.0,NaN,99.26938775510204,NaN,NaN,NaN,66.35714285714286,0.11667810569663692,0.1101749837977965,NaN,NaN,0.009073233959818535,97.02100733991395,NaN,NaN,56.45527089458211,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0075497597803706245,0.008425145819831496,NaN,1.5238095238095237,NaN,1.607906675307842,1.4821775761503564,0.014413177762525738,NaN,NaN,NaN,51.72348484848485,NaN,100.55797587131367,0.054285714285714284
2017-07-03 15:12,NaN,NaN,NaN,3.9289067739771966,NaN,NaN,0.01519971721456345,NaN,NaN,3.6850132625994694,NaN,1.5168762409000662,NaN,NaN,NaN,NaN,NaN,NaN,92.90310650887574,NaN,112.45793203707069,0.023876404494382022,0.0,121.66197183098592,NaN,NaN,0.0,77.13203883495146,132.34007414897204,0.05286343612334802,NaN,0.014705882352941176,0.005625413633355393,NaN,1.5842175066312998,NaN,93.51927437641723,122.0,7.8,93.23828125,NaN,NaN,NaN,64.72222222222223,0.20119126406353408,0.11764705882352941,NaN,NaN,0.010026737967914439,95.55496588324488,NaN,8.666666666666666,50.71627363501168,NaN,NaN,NaN,4.0,NaN,8.6,14.333333333333334,NaN,NaN,7.8,0.010589013898080741,0.006016042780748663,NaN,1.3333333333333333,NaN,1.5197853789403084,1.8676470588235294,0.011912640635340834,NaN,NaN,9.666666666666666,50.13127413127413,NaN,99.70868253436139,0.0634441087613293
2017-07-03 15:13,NaN,NaN,2.4444444444444446,3.4680426098535286,NaN,NaN,0.021379310344827585,NaN,NaN,3.642857142857143,NaN,1.636849132176235,NaN,NaN,NaN,NaN,NaN,NaN,99.30354505169868,NaN,120.3855509166818,0.0273972602739726,NaN,132.48684210526315,NaN,NaN,NaN,84.48082595870207,140.8337260181757,0.06132075471698113,NaN,0.016644474034620507,0.006341789052069426,NaN,1.6021361815754338,NaN,98.38461538461539,128.66666666666666,NaN,102.93650793650794,NaN,NaN,NaN,102.42857142857143,0.12416555407209613,0.12716378162450068,NaN,NaN,0.008655126498002663,102.87437934458788,NaN,NaN,56.831649831649834,NaN,NaN,NaN,11.0,NaN,NaN,NaN,NaN,NaN,NaN,0.006008010680907877,0.009320905459387484,NaN,1.6666666666666667,NaN,1.633155792276964,1.4014647137150467,0.007343124165554072,NaN,NaN,NaN,63.125,NaN,106.65502471169687,0.05420827389443652
2017-07-03 15:14,NaN,NaN,NaN,3.6158038147138964,NaN,NaN,0.03282653766413269,NaN,NaN,3.797650130548303,NaN,1.7010443864229765,NaN,NaN,NaN,NaN,NaN,NaN,98.19838354151359,NaN,121.6167297638363,0.0247134670487106,NaN,137.9375,NaN,NaN,NaN,85.12082912032356,142.38101516150297,0.0649546827794562,NaN,0.010899182561307902,0.00587467362924282,NaN,1.622715404699739,NaN,96.68351648351648,137.8421052631579,NaN,124.2172131147541,NaN,NaN,NaN,111.93333333333334,0.10378590078328982,0.10967302452316076,NaN,NaN,0.00715258855585831,101.09860209685472,NaN,NaN,58.35026123301985,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.010443864229765013,0.006811989100817439,NaN,1.3333333333333333,NaN,1.5367847411444142,1.6532697547683923,0.054177545691906005,NaN,NaN,NaN,67.81052631578947,NaN,102.54439640838045,0.07342143906020558
2017-07-03 15:15,NaN,9.0,NaN,4.055102040816327,5.5,NaN,0.02244039270687237,NaN,NaN,3.25359477124183,NaN,1.4954248366013072,NaN,NaN,NaN,NaN,NaN,NaN,94.15862573099415,NaN,122.01378199391445,0.024398868458274398,0.0,139.51162790697674,NaN,NaN,0.0,86.73844641101279,144.3568152031455,0.0752212389380531,NaN,0.012244897959183673,0.006862745098039216,NaN,1.3496732026143792,NaN,98.28074245939675,175.0,NaN,127.50202429149797,NaN,NaN,NaN,121.4375,0.11633986928104575,0.11428571428571428,NaN,NaN,0.005782312925170068,100.14741951967297,NaN,NaN,56.740931012790945,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.00849673202614379,0.005442176870748299,NaN,1.0952380952380953,NaN,1.7877551020408162,1.8578231292517007,0.009150326797385621,NaN,NaN,NaN,65.183908045977,NaN,100.62047989185535,0.10015174506828528
